0.619919575	4.8572569675	8.7081361524
0.6205401151	4.8553257197	8.6990590206
0.6211618988	4.8534140179	8.6899808762
0.6217849298	4.8515230383	8.6809017844
0.6224092118	4.8496521521	8.6718219537
0.6230347487	4.8478009741	8.662741153
0.6236615443	4.8459708773	8.6536601357
0.6242896022	4.8441605978	8.6445781792
0.6249189264	4.8423715105	8.6354960394
0.6255495207	4.8406032315	8.6264134868
0.6261813889	4.8388558165	8.6173305387
0.6268145349	4.8371290736	8.6082476541
0.6274489626	4.8354237478	8.5991646583
0.6280846758	4.8337394543	8.5900813216
0.6287216785	4.8320768851	8.5809986029
0.6293599746	4.8304352119	8.5719160248
0.6299995681	4.8288153764	8.5628341067
0.6306404629	4.8272174359	8.5537528707
0.6312826629	4.8256412549	8.544671645
0.6319261723	4.8240872773	8.53559184
0.6325709949	4.8225549235	8.5265125338
0.6332171348	4.8210448877	8.5174346965
0.6338645961	4.8195574799	8.5083579087
0.6345133828	4.8180923136	8.4992819428
0.635163499	4.8166500854	8.490207774
0.6358149487	4.8152299625	8.4811349236
0.6364677361	4.8138333404	8.4720641776
0.6371218654	4.8124589398	8.4629948037
0.6377773405	4.8111081581	8.4539275907
0.6384341658	4.8097806086	8.444862314
0.6390923454	4.8084760953	8.4357994499
0.6397518834	4.807194932	8.4267385811
0.6404127841	4.805937818	8.4176806966
0.6410750517	4.804703917	8.4086253175
0.6417386905	4.8034941845	8.399572988
0.6424037047	4.8023084886	8.3905230361
0.6430700985	4.8011468244	8.3814766497
0.6437378764	4.8000095086	8.3724334146
0.6444070426	4.7988963434	8.3633938156
0.6450776015	4.7978076464	8.3543574386
0.6457495573	4.7967436695	8.3453250285
0.6464229145	4.7957044726	8.3362966231
0.6470976775	4.7946896648	8.3272720012
0.6477738506	4.793700659	8.3182519803
0.6484514383	4.792736614	8.3092360811
0.649130445	4.7917973289	8.3002247946
0.6498108753	4.7908837668	8.291218684
0.6504927335	4.7899957974	8.2822170787
0.6511760242	4.7891334102	8.2732211877
0.6518607518	4.7882967364	8.2642298877
0.6525469211	4.7874862176	8.2552446532
0.6532345364	4.7867017235	8.2462648144
0.6539236023	4.7859435047	8.2372911342
0.6546141235	4.7852111669	8.2283233962
0.6553061047	4.7845056779	8.2193621761
0.6559995503	4.7838266436	8.2104072589
0.656694465	4.7831741239	8.2014586934
0.6573908537	4.7825488228	8.1925175156
0.6580887208	4.7819506112	8.1835830568
0.6587880712	4.781379016	8.1746562799
0.6594889096	4.780835085	8.1657365932
0.6601912407	4.7803183442	8.1568249627
0.6608950693	4.7798288519	8.1479214438
0.6616004002	4.7793673912	8.1390259036
0.6623072382	4.7789332964	8.1301385875
0.6630155882	4.7785272709	8.1212605474
0.663725455	4.7781494542	8.1123906591
0.6644368435	4.7777995538	8.1035306241
0.6651497586	4.7774781668	8.0946795881
0.6658642052	4.7771850813	8.0858380704
0.6665801882	4.7769208131	8.0770064043
0.6672977126	4.7766846895	8.0681848406
0.6680167834	4.7764776843	8.0593739874
0.6687374056	4.7762996676	8.0505731793
0.6694595842	4.7761506103	8.0417836735
0.6701833243	4.7760308408	8.0330050786
0.670908631	4.7759401416	8.0242379225
0.6716355092	4.7758790276	8.0154825486
0.6723639642	4.7758475539	8.0067390277
0.6730940011	4.7758457752	7.9980074311
0.673825625	4.7758731949	7.9892887527
0.6745588411	4.7759313392	7.9805826953
0.6752936547	4.7760187875	7.9718897044
0.6760300709	4.7761367912	7.9632099462
0.676768095	4.7762851262	7.9545439597
0.6775077322	4.7764638442	7.9458918225
0.678248988	4.7766731807	7.9372543537
0.6789918675	4.7769130022	7.9286308925
0.6797363761	4.7771840057	7.9200225394
0.6804825192	4.7774854988	7.9114295605
0.6812303022	4.7778178093	7.9028515752
0.6819797305	4.778181352	7.8942901538
0.6827308095	4.778576272	7.8857441746
0.6834835447	4.7790022375	7.8772153954
0.6842379415	4.779459857	7.868702976
0.6849940055	4.7799488949	7.8602074679
0.6857517423	4.7804695783	7.8517297068
0.6865111573	4.7810216675	7.8432702481
0.6872722561	4.7816062371	7.8348285372
0.6880350444	4.7822222984	7.8264053122
0.6887995278	4.7828708229	7.8180012349
0.6895657119	4.7835511017	7.809616581
0.6903336024	4.7842634594	7.8012509797
0.6911032051	4.7850082957	7.7929060298
0.6918745257	4.7857859348	7.784581364
0.6926475698	4.7865956619	7.7762772604
0.6934223434	4.7874381584	7.7679948585
0.6941988522	4.7883132809	7.7597335054
0.694977102	4.7892209543	7.7514945236
0.6957570988	4.7901615002	7.7432775488
0.6965388483	4.7911348401	7.7350839075
0.6973223566	4.7921420511	7.7269130601
0.6981076295	4.7931813601	7.7187659345
0.6988946731	4.7942540202	7.7106427495
0.6996834932	4.7953602365	7.7025443717
0.700474096	4.796499568	7.694470619
0.7012664876	4.7976717483	7.6864220678
0.7020606738	4.7988774448	7.6783998808
0.702856661	4.8001169729	7.6704037021
0.7036544552	4.8013895936	7.6624338189
0.7044540625	4.8026959704	7.6544913995
0.7052554892	4.8040361224	7.6465765585
0.7060587415	4.8054093037	7.638689585
0.7068638255	4.8068169372	7.6308314794
0.7076707477	4.8082575083	7.6230027067
0.7084795143	4.8097320907	7.6152027409
0.7092901316	4.811240277	7.6074334044
0.710102606	4.8127822014	7.5996935805
0.7109169438	4.81435839	7.5919856893
0.7117331515	4.8159679098	7.5843092571
0.7125512356	4.8176112356	7.5766647027
